Filename,Z,MTF1,MTF2,MTF3,MTF4,MTF5,MTF6,MTF7,MTF8,MTF9
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.500.bmp,6.5,0.046789482,0.026054835,0.011248793,0.013226139,0.026093742,0.01873129,0.0265838,0.020348837,0.024289413
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.510.bmp,6.51,0.047057924,0.034428702,0.018801001,0.018435265,0.03140728,0.019349608,0.02346564,0.022074944,0.030758241
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.520.bmp,6.52,0.059267281,0.034481878,0.020089354,0.015155963,0.019103858,0.026507757,0.017082829,0.018230692,0.011951051
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.530.bmp,6.53,0.059619027,0.0289665,0.007855642,0.014708844,0.010947071,0.026968357,0.034918082,0.024013491,0.004009333
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.540.bmp,6.54,0.060075238,0.025426082,0.017713526,0.00739713,0.011068643,0.02224199,0.021488822,0.021320383,0.012351314
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.550.bmp,6.55,0.055803424,0.017311373,0.008323113,0.015328588,0.011506495,0.015172346,0.043001995,0.024764261,0.002382425
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.560.bmp,6.56,0.058038033,0.028280433,0.006859206,0.012685485,0.02586635,0.01466323,0.041368611,0.033443665,0.003540075
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.570.bmp,6.57,0.040337953,0.02920971,0.040816496,0.021749796,0.0291183,0.03224803,0.041080845,0.010111213,0.018002427
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.580.bmp,6.58,0.044612354,0.019136046,0.029093024,0.021059984,0.027760629,0.037448194,0.061164495,0.016562989,0.013384892
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.590.bmp,6.59,0.058326441,0.022652463,0.027654077,0.019897777,0.037527346,0.033473818,0.026190163,0.010792142,0.019714242
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.600.bmp,6.6,0.058206911,0.010088336,0.019956319,0.036877437,0.034011079,0.046910056,0.031988634,0.008055462,0.008089218
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.610.bmp,6.61,0.064965173,0.022498259,0.016788446,0.028510347,0.046164647,0.053376577,0.035669399,0.010827886,0.012498713
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.620.bmp,6.62,0.029075109,0.040189064,0.0112288,0.038601782,0.055727321,0.055274888,0.029323209,0.012982468,0.013522792
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.630.bmp,6.63,0.023529013,0.014010189,0.020865135,0.039370109,0.072133727,0.07647301,0.021968701,0.012513671,0.026088071
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.640.bmp,6.64,0.017661613,0.026162015,0.010162105,0.047535102,0.058586661,0.065392439,0.030194654,0.019525899,0.024026734
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.650.bmp,6.65,0.017989005,0.014880531,0.041548894,0.06208659,0.061813837,0.078890186,0.019822377,0.031061007,0.031008625
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.660.bmp,6.66,0.013482603,0.023851493,0.033079635,0.067699788,0.092765021,0.088422951,0.037518468,0.033521296,0.027409634
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.670.bmp,6.67,0.012466179,0.025505841,0.052355724,0.066248814,0.07708593,0.094820278,0.054996104,0.039082488,0.02740709
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.680.bmp,6.68,0.010145745,0.022444737,0.017708073,0.091841471,0.09782286,0.10711301,0.047037561,0.048887549,0.038093354
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.690.bmp,6.69,0.036474123,0.045395427,0.045841648,0.087281236,0.100734734,0.102880064,0.061485011,0.060504039,0.039695671
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.700.bmp,6.7,0.066709448,0.059479705,0.050935157,0.100972433,0.093713235,0.115672134,0.072328074,0.070711746,0.045884857
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.710.bmp,6.71,0.057739341,0.064508405,0.057844493,0.119535026,0.123873072,0.141957939,0.058514786,0.068333914,0.057310017
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.720.bmp,6.72,0.073384102,0.07091647,0.069030455,0.11837747,0.134294083,0.130151162,0.084061831,0.072216617,0.063156332
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.730.bmp,6.73,0.091360553,0.091455595,0.065386676,0.126486541,0.14414836,0.141316218,0.097503927,0.087798185,0.068780487
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.740.bmp,6.74,0.099993889,0.103979144,0.086418517,0.136122449,0.140387476,0.168139556,0.078785345,0.08554601,0.067213637
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.750.bmp,6.75,0.101375471,0.090913066,0.079667047,0.161847121,0.161987327,0.136137285,0.085037225,0.0992148,0.087586881
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.760.bmp,6.76,0.114661272,0.118870539,0.081194023,0.163192159,0.178088916,0.159638907,0.092077597,0.117042108,0.107149569
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.770.bmp,6.77,0.150571975,0.125079621,0.114579358,0.170529327,0.178094157,0.172723866,0.063876535,0.121552965,0.111269334
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.780.bmp,6.78,0.15614603,0.118172188,0.126094645,0.168586512,0.18111914,0.174579993,0.064933486,0.136151907,0.119799426
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.790.bmp,6.79,0.175360159,0.121244874,0.159758837,0.185627557,0.199663779,0.173850103,0.061649292,0.153097478,0.143159738
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.800.bmp,6.8,0.197697577,0.140715106,0.158358939,0.189492103,0.201824138,0.174632677,0.055762919,0.158514047,0.157115439
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.810.bmp,6.81,0.202938106,0.159954291,0.154264156,0.204744743,0.209925792,0.174459623,0.051962232,0.170878951,0.180083672
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.820.bmp,6.82,0.203939807,0.157184775,0.144148959,0.209716617,0.203301459,0.156843124,0.076294894,0.185400182,0.18436188
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.830.bmp,6.83,0.216501372,0.147266277,0.170473129,0.214915509,0.211391759,0.130865394,0.092033211,0.192758324,0.183060218
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.840.bmp,6.84,0.232231591,0.175747527,0.171480626,0.22150396,0.204193461,0.134340885,0.100117023,0.201612553,0.193924973
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.850.bmp,6.85,0.224452002,0.177481806,0.18696384,0.218228315,0.187971734,0.127428002,0.129424846,0.197593945,0.201929541
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.860.bmp,6.86,0.239703779,0.170190212,0.186627442,0.233522117,0.18338052,0.125259702,0.127596385,0.206972431,0.210220252
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.870.bmp,6.87,0.229557444,0.182112554,0.192530293,0.214363014,0.167325706,0.132598562,0.137285657,0.210211989,0.223626615
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.880.bmp,6.88,0.245460544,0.181531226,0.174418827,0.214425346,0.167874405,0.132416309,0.119900671,0.2108087,0.206513896
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.890.bmp,6.89,0.245044506,0.177947523,0.191115522,0.215995342,0.155097248,0.121330558,0.105809796,0.22583066,0.202326233
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.900.bmp,6.9,0.236063995,0.191941843,0.191225484,0.201472447,0.140167254,0.11866222,0.087981955,0.230642674,0.199833208
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.910.bmp,6.91,0.22906806,0.177506107,0.190004095,0.191148437,0.127476263,0.114121556,0.107293257,0.227671305,0.215978379
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.920.bmp,6.92,0.220940694,0.175356061,0.197726178,0.195129123,0.108396014,0.113460919,0.079150205,0.214926257,0.199698291
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.930.bmp,6.93,0.214973055,0.182018506,0.191160673,0.167377504,0.087980427,0.099489679,0.049121181,0.218438696,0.214423982
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.940.bmp,6.94,0.209222268,0.174997333,0.19086048,0.168459986,0.075989493,0.092871602,0.034978366,0.21850671,0.191024742
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.950.bmp,6.95,0.201597882,0.166455399,0.185374095,0.136839587,0.074965314,0.093573997,0.031157407,0.203420253,0.198923154
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.960.bmp,6.96,0.190813644,0.152483527,0.17228303,0.116895828,0.083455564,0.099241208,0.032449406,0.204371925,0.182981514
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.970.bmp,6.97,0.18741599,0.147616166,0.155200253,0.109061424,0.067498105,0.062317681,0.042360733,0.198891682,0.186973054
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.980.bmp,6.98,0.173816055,0.1496113,0.150749029,0.120250943,0.067429362,0.051154067,0.023702504,0.17764194,0.172355994
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_6.990.bmp,6.99,0.135886561,0.149775825,0.151316514,0.092319002,0.081117002,0.049566186,0.045096111,0.171825775,0.166300158
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.000.bmp,7,0.150656869,0.118619355,0.142869135,0.077099322,0.083401166,0.036833714,0.02841439,0.161265495,0.147411767
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.010.bmp,07.01,0.116896302,0.129185907,0.122390807,0.05233059,0.068582148,0.027882497,0.046248858,0.145569129,0.142045684
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.020.bmp,07.02,0.109174778,0.106646983,0.113469539,0.053489981,0.052415176,0.041637042,0.047809714,0.133037871,0.122243878
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.030.bmp,07.03,0.098097313,0.098168507,0.101343685,0.030001097,0.052905063,0.04239622,0.047900864,0.116130399,0.120759924
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.040.bmp,07.04,0.065340037,0.101692324,0.092409112,0.018725658,0.053766414,0.0215859,0.02490624,0.100726686,0.102669528
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.050.bmp,07.05,0.069303021,0.080797607,0.083835081,0.032263448,0.043468231,0.025583929,0.041584958,0.09505874,0.083439304
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.060.bmp,07.06,0.052100132,0.080655837,0.084031881,0.035165822,0.035012423,0.022101156,0.052230657,0.10048546,0.069502745
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.070.bmp,07.07,0.049584671,0.068385407,0.089094648,0.013291253,0.032754979,0.02178955,0.044474602,0.077800507,0.066541701
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.080.bmp,07.08,0.030645911,0.058466256,0.058911488,0.014885254,0.024827023,0.010456816,0.033750482,0.063265797,0.067152651
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.090.bmp,07.09,0.01535283,0.053418953,0.051247895,0.019302369,0.028988823,0.038851763,0.059892059,0.058984187,0.065969427
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.100.bmp,7.1,0.011314195,0.031217375,0.048396536,0.019703704,0.033824942,0.015366772,0.06825508,0.043251915,0.044624735
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.110.bmp,7.11,0.003988979,0.026179584,0.040797665,0.015450201,0.02654538,0.013339564,0.054161559,0.045063456,0.034198332
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.120.bmp,7.12,0.007647692,0.021419609,0.048299006,0.024230483,0.023901309,0.019399224,0.040788712,0.021962472,0.036984853
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.130.bmp,7.13,0.021894349,0.009530905,0.031137518,0.029381204,0.023782701,0.011729818,0.046750818,0.018400245,0.035650095
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.140.bmp,7.14,0.028927593,0.023478684,0.033768561,0.016684733,0.018355739,0.012785139,0.029069157,0.017570137,0.025729086
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.150.bmp,7.15,0.018133232,0.014567196,0.020067698,0.018471142,0.022092919,0.013530023,0.027929056,0.017856588,0.02482532
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.160.bmp,7.16,0.008553081,0.006895422,0.034247178,0.00863955,0.015473465,0.032433471,0.038144307,0.017070065,0.021651908
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.170.bmp,7.17,0.009464631,0.007942533,0.033414433,0.012279016,0.020535473,0.033243387,0.035196466,0.00861341,0.035528149
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.180.bmp,7.18,0.035462565,0.029787803,0.011541488,0.011950703,0.015666921,0.052049022,0.036674442,0.011446415,0.0273256
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.190.bmp,7.19,0.021725272,0.021649454,0.035290278,0.021193966,0.022602852,0.03960601,0.036826743,0.01417542,0.027258655
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.200.bmp,7.2,0.025910088,0.017548319,0.019042577,0.022770922,0.031578376,0.057075172,0.067079351,0.003760193,0.027218581
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.210.bmp,7.21,0.025089161,0.0261697,0.030645422,0.012120627,0.035568153,0.047636392,0.056460901,0.011589596,0.021126663
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.220.bmp,7.22,0.025579456,0.025117266,0.017981402,0.011158032,0.037659673,0.050739495,0.052352657,0.012983857,0.022521065
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.230.bmp,7.23,0.037427457,0.047589226,0.013377761,0.012894803,0.050966781,0.045884857,0.034823886,0.005889614,0.014212963
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.240.bmp,7.24,0.050290683,0.026284136,0.013926254,0.016185514,0.028539174,0.021838882,0.043440263,0.021710671,0.018267123
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.250.bmp,7.25,0.030371526,0.034241327,0.009569709,0.016317662,0.037955744,0.046463557,0.038985753,0.02190577,0.011646208
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.260.bmp,7.26,0.027996237,0.03618488,0.030960489,0.010796109,0.038299019,0.036822746,0.011633361,0.025305505,0.007473763
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.270.bmp,7.27,0.025781201,0.009198858,0.019045648,0.025337253,0.051313641,0.057373253,0.012149427,0.01732627,0.019204471
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.280.bmp,7.28,0.027193905,0.03399328,0.045114964,0.025454309,0.029116449,0.060009837,0.014121953,0.020041397,0.022533422
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.290.bmp,7.29,0.027076375,0.040442724,0.040548197,0.040075343,0.030224165,0.043026643,0.018597992,0.037115127,0.021619653
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.300.bmp,7.3,0.021029696,0.03621573,0.051453767,0.063864969,0.034976357,0.051725223,0.018006871,0.035324131,0.042975363
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.310.bmp,7.31,0.02689799,0.062258915,0.043239084,0.046445554,0.017790653,0.032714262,0.012967919,0.015083875,0.028651774
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.320.bmp,7.32,0.010896708,0.043501683,0.07170145,0.04626327,0.025187836,0.04171541,0.034262935,0.018652303,0.028993094
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.330.bmp,7.33,0.032065745,0.060019518,0.058094896,0.047543485,0.02287722,0.014735398,0.037234365,0.008652006,0.045772994
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.340.bmp,7.34,0.021865703,0.057406667,0.066240545,0.048267769,0.020885406,0.018898627,0.035503192,0.022624437,0.04889823
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.350.bmp,7.35,0.03689634,0.03626047,0.07088718,0.053652892,0.024260258,0.027630799,0.02944812,0.019689143,0.054378889
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.360.bmp,7.36,0.038049039,0.041427165,0.0748848,0.035083233,0.019057193,0.020010527,0.041662602,0.017947161,0.04394174
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.370.bmp,7.37,0.053860822,0.045908662,0.048920172,0.054402197,0.02368381,0.038128443,0.030776891,0.030530923,0.052371427
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.380.bmp,7.38,0.055248771,0.04198567,0.029068631,0.024522855,0.015827092,0.029835858,0.031294673,0.035915469,0.047420218
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.390.bmp,7.39,0.054404514,0.053245461,0.029332514,0.018520865,0.014562937,0.03998041,0.028181835,0.041898496,0.059563693
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.400.bmp,7.4,0.040072683,0.079082656,0.019716953,0.031836868,0.032947145,0.022307097,0.044674181,0.035989269,0.037744048
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.410.bmp,7.41,0.053528256,0.039230429,0.011974623,0.024774887,0.026325831,0.016252883,0.048484727,0.037514613,0.051082587
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.420.bmp,7.42,0.045264389,0.055244432,0.017905355,0.029860816,0.016286292,0.029236144,0.048298117,0.048114099,0.040681845
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.430.bmp,7.43,0.035703887,0.039793513,0.013607156,0.026392662,0.028071912,0.033490138,0.044296634,0.038550734,0.031203424
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.440.bmp,7.44,0.03729245,0.047065738,0.019095783,0.008072031,0.018849145,0.039262426,0.02321398,0.040273187,0.030279878
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.450.bmp,7.45,0.045570294,0.050439142,0.029236443,0.015413782,0.028715982,0.021110626,0.016457579,0.037572387,0.021296703
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.460.bmp,7.46,0.042647121,0.04294795,0.017890367,0.006306632,0.019925379,0.030416334,0.028867445,0.03484564,0.025572633
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.470.bmp,7.47,0.027573027,0.043181222,0.028767172,0.005173586,0.015184139,0.010846757,0.012893445,0.015159096,0.02372705
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.480.bmp,7.48,0.029459883,0.032563363,0.020185589,0.007834753,0.029055352,0.016408711,0.008922701,0.020357682,0.022545556
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.490.bmp,7.49,0.042217847,0.036882363,0.028590299,0.009374687,0.0077997,0.047671748,0.026728448,0.012490087,0.019455663
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.500.bmp,7.5,0.034386948,0.040596549,0.015577546,0.012194857,0.021600489,0.020247159,0.021973306,0.008956173,0.018477087
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.510.bmp,7.51,0.035509378,0.023899449,0.0301667,0.008168417,0.020954676,0.013397637,0.034579736,0.022405566,0.016889525
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.520.bmp,7.52,0.008188392,0.037334776,0.021440448,0.011124289,0.047367564,0.04038719,0.028149834,0.010031268,0.024040733
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.530.bmp,7.53,0.025490021,0.02344027,0.027656747,0.010837851,0.05171749,0.042104088,0.045237369,0.011979721,0.028875236
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.540.bmp,7.54,0.032016204,0.031186808,0.025978976,0.017435906,0.035788326,0.037173605,0.037925646,0.012871318,0.052671605
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.550.bmp,7.55,0.023396208,0.041732024,0.044503581,0.016703305,0.043435492,0.05002248,0.071186256,0.00820936,0.016662985
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.560.bmp,7.56,0.025104164,0.033950623,0.008124279,0.01715097,0.029995381,0.024347084,0.039664797,0.020941889,0.022958747
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.570.bmp,7.57,0.012362833,0.023318024,0.035809191,0.023489581,0.032623357,0.023462061,0.048653185,0.022628833,0.008357556
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.580.bmp,7.58,0.048368056,0.038095169,0.028992677,0.021824514,0.032454765,0.016311494,0.061974909,0.024272963,0.016387343
product_OSE024_L1_bis_halfmoon_withAperture_july9_2024Z_7.590.bmp,7.59,0.040257211,0.059812549,0.010287735,0.025326185,0.0317368,0.026754844,0.043611455,0.019729966,0.025970264
Zpeak,6.881,0.237,0.181,0.19,0.218,0.204,0.162,0.132,0.222,0.211
